ligand,smiles,metal,motivo,smiles_corregido
CHEMBL498423,Nc1c(S(=O)(=O)[O-])cc(Nc2cccc3ccccc23)c2c1C(=O)c1ccccc1C2=O.[Na+],Na,metal_Na,Nc1c(S(=O)(=O)[O-])cc(Nc2cccc3ccccc23)c2c1C(=O)c1ccccc1C2=O
CHEMBL498453,O=C1N[C@@H]2C(=C[C@H](O)[C@H]3OP(=O)([O-])O[C@H]32)c2cc3c(cc21)OCO3.[Na+],Na,metal_Na,O=C1N[C@@H]2C(=C[C@H](O)[C@H]3OP(=O)([O-])O[C@H]32)c2cc3c(cc21)OCO3
CHEMBL498628,O=P([O-])([O-])CS(=O)(=O)NCCCc1cccc(Oc2ccccc2)c1.[K+].[K+],K,metal_K,O=P([O-])([O-])CS(=O)(=O)NCCCc1cccc(Oc2ccccc2)c1
CHEMBL499023,CC1(C)CC(C)(C)CC(CS(=O)(=O)[O-])(N(Cl)Cl)C1.[Na+],Na,metal_Na,CC1(C)CC(C)(C)CC(CS(=O)(=O)[O-])(N(Cl)Cl)C1
CHEMBL499194,COC(=O)[C@]1(C)[C@@H](OS(=O)(=O)[O-])CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CC(=O)C=C(C)C)CC[C@@]2(C)[C@@H]4CC[C@@H]13.[Na+],Na,metal_Na,COC(=O)[C@]1(C)[C@@H](OS(=O)(=O)[O-])CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CC(=O)C=C(C)C)CC[C@@]2(C)[C@@H]4CC[C@@H]13
CHEMBL499197,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@H]4O[C@@H](C)[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@]12C.[Na+].[Na+],Na,metal_Na,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@H]4O[C@@H](C)[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@]12C
CHEMBL499215,CC(C)CC(=O)C[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+],Na,metal_Na,CC(C)CC(=O)C[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C
CHEMBL499239,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)/C(=C(\C)C(=O)/C=C/C(C)=C/C=C/C(C)(C)O)C(=O)C[C@@H]23)[C@@]1(C)C(=O)[O-].[Na+],Na,metal_Na,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)/C(=C(\C)C(=O)/C=C/C(C)=C/C=C/C(C)(C)O)C(=O)C[C@@H]23)[C@@]1(C)C(=O)[O-]
CHEMBL499577,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cccc(OS(=O)(=O)[O-])c1.[Na+],Na,metal_Na,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cccc(OS(=O)(=O)[O-])c1
CHEMBL499580,Nc1c(S(=O)(=O)[O-])cc(Nc2cc(Nc3nc(Cl)nc(Cl)n3)cc(C(=O)O)c2)c2c1C(=O)c1ccccc1C2=O.[Na+],Na,metal_Na,Nc1c(S(=O)(=O)[O-])cc(Nc2cc(Nc3nc(Cl)nc(Cl)n3)cc(C(=O)O)c2)c2c1C(=O)c1ccccc1C2=O
CHEMBL499672,CO[C@H]1[C@H](O[C@H]2[C@H](OC[C@@H](/C=C/[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](OS(=O)(=O)[O-])C[C@]34O)C(C)C)O[C@@H](CO)[C@@H]2O)OC[C@@H](OC)[C@@H]1O.[Na+],Na,metal_Na,CO[C@H]1[C@H](O[C@H]2[C@H](OC[C@@H](/C=C/[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](OS(=O)(=O)[O-])C[C@]34O)C(C)C)O[C@@H](CO)[C@@H]2O)OC[C@@H](OC)[C@@H]1O
CHEMBL499815,C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O.[K+].[K+],K,metal_K,C=C1[C@@H]2CCC3[C@@](CC[C@@H]4[C@H](C(=O)O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@]34C)(C2)[C@@H]1O
CHEMBL499922,O=P([O-])([O-])C(CCCc1cccc(Oc2ccc(F)c(F)c2)c1)S(=O)(=O)[O-].[K+].[K+].[K+],K,metal_K,O=P([O-])([O-])C(CCCc1cccc(Oc2ccc(F)c(F)c2)c1)S(=O)(=O)[O-]
CHEMBL500004,COCCNP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)O[C@H]1[C@@H](OC)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1COP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,COCCNP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)O[C@H]1[C@@H](OC)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1COP(=O)([O-])[O-]
CHEMBL500050,CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@]12C)COS(=O)(=O)[O-].[Na+].[Na+].[Na+],Na,metal_Na,CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@]12C)COS(=O)(=O)[O-]
CHEMBL500067,O=C(CP(=O)([O-])Oc1ccccc1)c1c(F)c(F)c(F)c(F)c1F.[Na+],Na,metal_Na,O=C(CP(=O)([O-])Oc1ccccc1)c1c(F)c(F)c(F)c(F)c1F
CHEMBL500191,CC(C)=CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](OS(=O)(=O)[O-])CC[C@@]45C[C@@]35CC[C@]12C.[Na+],Na,metal_Na,CC(C)=CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](OS(=O)(=O)[O-])CC[C@@]45C[C@@]35CC[C@]12C
CHEMBL500247,NC(=O)CCC(CC(=O)C(=O)[O-])C(=O)[O-].[Li+].[Li+],Li,metal_Li,NC(=O)CCC(CC(=O)C(=O)[O-])C(=O)[O-]
CHEMBL500300,CC(=O)N[C@H]1[C@H]([C@@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3CCO[C@H](COCc4ccc(-c5ccccc5)cc4)[C@@H]3O)[C@@H]2O)(C(=O)[O-])C[C@@H]1O.[Na+],Na,metal_Na,CC(=O)N[C@H]1[C@H]([C@@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3CCO[C@H](COCc4ccc(-c5ccccc5)cc4)[C@@H]3O)[C@@H]2O)(C(=O)[O-])C[C@@H]1O
CHEMBL500695,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC.[Na+],Na,metal_Na,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC
CHEMBL500725,CC(C)=CC(=O)C[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC4O[C@H](CO)[C@@H](O)[C@H](OC5O[C@H](C)[C@@H](OC6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6OC6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5OC5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+],Na,metal_Na,CC(C)=CC(=O)C[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC4O[C@H](CO)[C@@H](O)[C@H](OC5O[C@H](C)[C@@H](OC6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6OC6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5OC5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C
CHEMBL500748,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](COC)NS(=O)(=O)[O-])COC(=O)/C(C)=C\C(C)=C\c2csc(n2)[C@H](Cc2ccc(O)cc2)NC(=O)C1=O.[Na+],Na,metal_Na,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](COC)NS(=O)(=O)[O-])COC(=O)/C(C)=C\C(C)=C\c2csc(n2)[C@H](Cc2ccc(O)cc2)NC(=O)C1=O
CHEMBL500826,CCC(=O)[O-].[Na+],Na,metal_Na,CCC(=O)[O-]
CHEMBL501676,Clc1ccc(-c2cn[se]c2-c2ccc(Cl)cc2)cc1,Se,metal_Se,Clc1ccc(-c2cn[se]c2-c2ccc(Cl)cc2)cc1
CHEMBL501993,O=S(=O)([O-])c1ccc2cc(/N=N/c3cc(S(=O)(=O)[O-])c4cccnc4c3O)ccc2c1.[Na+].[Na+],Na,metal_Na,O=S(=O)([O-])c1ccc2cc(/N=N/c3cc(S(=O)(=O)[O-])c4cccnc4c3O)ccc2c1
CHEMBL502032,CC(C)/C=C/[C@@H](COS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4[C@H](O)[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C.[Na+].[Na+],Na,metal_Na,CC(C)/C=C/[C@@H](COS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4[C@H](O)[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL502097,COCCO[C@@H]1[C@H](SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Na,metal_Na,COCCO[C@@H]1[C@H](SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)([O-])OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)([O-])S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O
CHEMBL502182,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],Na,metal_Na,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F
CHEMBL502519,Nc1c(C(=O)O)cc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O.[Na+],Na,metal_Na,Nc1c(C(=O)O)cc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O
CHEMBL502786,CCCNC(=O)CCC(CC(=O)C(=O)[O-])C(=O)[O-].[Li+].[Li+],Li,metal_Li,CCCNC(=O)CCC(CC(=O)C(=O)[O-])C(=O)[O-]
CHEMBL503043,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC4O[C@H](C)[C@@H](O)[C@H](OC5OC[C@@H](OC6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6OC6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5OC5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@]12C.[Na+],Na,metal_Na,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC4O[C@H](C)[C@@H](O)[C@H](OC5OC[C@@H](OC6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6OC6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5OC5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@]12C
CHEMBL503311,CC(O[C@@H](C[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(C)C)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)OP(=O)([O-])[O-].[Na+].[Na+],Na,metal_Na,CC(O[C@@H](C[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(C)C)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)OP(=O)([O-])[O-]
CHEMBL503338,CO[C@H]1[C@H](O[C@H]2[C@H](OC[C@@H](C)[C@H](C)/C=C/[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](O)C[C@]34O)OC[C@@H](O)[C@@H]2OS(=O)(=O)[O-])OC[C@@H](O)[C@@H]1O.[Na+],Na,metal_Na,CO[C@H]1[C@H](O[C@H]2[C@H](OC[C@@H](C)[C@H](C)/C=C/[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](O)C[C@]34O)OC[C@@H](O)[C@@H]2OS(=O)(=O)[O-])OC[C@@H](O)[C@@H]1O
CHEMBL503384,C=C(CC[C@@H](COS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4[C@H](O)[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(C)C.[Na+].[Na+],Na,metal_Na,C=C(CC[C@@H](COS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4[C@H](O)[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(C)C
CHEMBL503723,CC(C)CCC[C@@H](COS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C.[Na+].[Na+],Na,metal_Na,CC(C)CCC[C@@H](COS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](OS(=O)(=O)[O-])CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL503757,CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)[C@@H]5O[C@H]5[C@@H](C)C(C)C)CC[C@H]4C3=CC[C@H]2[C@H](OS(=O)(=O)[O-])[C@H]1O.[Na+],Na,metal_Na,CC(=O)O[C@@H]1C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)[C@@H]5O[C@H]5[C@@H](C)C(C)C)CC[C@H]4C3=CC[C@H]2[C@H](OS(=O)(=O)[O-])[C@H]1O
CHEMBL503996,CC(C)[C@H](/C=C/[C@@H](C)[C@H]1C[C@@H](O)[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](OS(=O)(=O)[O-])C[C@@H]3[C@@H](O)C[C@]12O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O.[Na+],Na,metal_Na,CC(C)[C@H](/C=C/[C@@H](C)[C@H]1C[C@@H](O)[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](OS(=O)(=O)[O-])C[C@@H]3[C@@H](O)C[C@]12O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
CHEMBL504134,O=S(=O)([O-])O/C=C/c1ccc(OC2Oc3cc(/C=C/OS(=O)(=O)[O-])ccc3OC2c2ccc(O)c(O)c2)c(O)c1.[Na+].[Na+],Na,metal_Na,O=S(=O)([O-])O/C=C/c1ccc(OC2Oc3cc(/C=C/OS(=O)(=O)[O-])ccc3OC2c2ccc(O)c(O)c2)c(O)c1
CHEMBL504408,O=C(Nc1ccc2c(O)cc(S(=O)(=O)Nc3cccc(S(=O)(=O)[O-])c3)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)Nc3cccc(S(=O)(=O)[O-])c3)cc2c1.[Na+].[Na+],Na,metal_Na,O=C(Nc1ccc2c(O)cc(S(=O)(=O)Nc3cccc(S(=O)(=O)[O-])c3)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)Nc3cccc(S(=O)(=O)[O-])c3)cc2c1
CHEMBL504447,CC(C)C[C@@H]1O[C@H]1[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@]12C.[Na+],Na,metal_Na,CC(C)C[C@@H]1O[C@H]1[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@]12C
CHEMBL504513,NS(=O)(=O)c1ccc(N[C@H](c2ccccc2)[C@@H](O)C(=O)N[O-])cc1.[K+],K,metal_K,NS(=O)(=O)c1ccc(N[C@H](c2ccccc2)[C@@H](O)C(=O)N[O-])cc1
CHEMBL504683,CC(C)CC(=O)C[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC4O[C@H](C)[C@@H](O)[C@H](OC5OC[C@@H](OC6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6OC6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5OC5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+],Na,metal_Na,CC(C)CC(=O)C[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](OC4O[C@H](C)[C@@H](O)[C@H](OC5OC[C@@H](OC6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6OC6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5OC5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C
CHEMBL504875,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)C3=C(CC[C@@H]12)[C@@]1(C)CC[C@@]2(C)CC[C@@](C)(CO)C[C@H]2[C@]1(C)CC3.[K+],K,metal_K,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)C3=C(CC[C@@H]12)[C@@]1(C)CC[C@@]2(C)CC[C@@](C)(CO)C[C@H]2[C@]1(C)CC3
CHEMBL505001,C[C@@H](S[C@H]1CO[C@H](/C=C/C=C/c2ccc(C#N)cc2F)OC1)[C@@](Cn1cncn1)(OP(=O)([O-])O)c1ccc(F)cc1F.[Na+],Na,metal_Na,C[C@@H](S[C@H]1CO[C@H](/C=C/C=C/c2ccc(C#N)cc2F)OC1)[C@@](Cn1cncn1)(OP(=O)([O-])O)c1ccc(F)cc1F
CHEMBL505093,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC1(C)C=Cc2cc(OS(=O)(=O)[O-])ccc2O1.[Na+],Na,metal_Na,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC1(C)C=Cc2cc(OS(=O)(=O)[O-])ccc2O1
CHEMBL505552,N#Cc1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=[Se],Se,metal_Se,N#Cc1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=[Se]
